1,11000.3
2,9400.3029
3,10300.5016
4,7800.2002
5,5801.1001
6,4200.1007
7,8300.2006
8,8100.2
9,10000.4
10,600.2
11,7800.6006
12,7200.1054
13,4900.3013
14,10600.201
15,8100.1027
16,11900.5002
17,11800.5004
18,10300.5013
19,5600.1006
20,8100.2009
21,7500.4006
22,7300.1015
23,5900.201
24,9100.1002
25,4200.5006
26,8002.2004
27,9500.6042
28,8800.3003
29,6300.1
30,5200.5004
31,5400.2002
32,3800.2006
33,8700.2015
34,6000.2013
35,11300.2005
36,8400.1025
37,7500.3003
38,7300.2011
39,401.1
40,5000.2013
41,1700.2011
42,401.2015
43,4900.4005
44,8500.3001
45,10500.5008
46,4500.1
47,8800.1009
48,7300.3022
49,10700.2
50,7400.1003
51,8500.1017
52,6500.4
53,11400.1007
54,7700.3009
55,8300.2005
56,11800.6004
57,7400.3001
58,8100.2005
59,7200.2021
60,5301.2004
61,11800.5
62,8100.2001
63,5200.3001
64,9200.2002
65,8400.1001
66,8100.1005
67,8200.3007
68,8500.1014
69,6900.4002
70,8001.2004
71,11101.5002
72,4800.4017
73,10000.4002
74,10000.3002
75,10200.1016
76,8500.2013
77,10200.1002
78,9200.2001
79,5802.2008
80,3200.4003
81,9400.1002
82,4800.3036
83,8100.1014
84,8100.2029
85,6600.2006
86,7400.5001
87,9500.5004
88,11300.2007
89,8100.2004
90,6000.301
91,8100.2035
92,700.1002
93,4300.4007
94,3100.3007
95,8002.1006
96,9600.2013
97,12000.1004
98,7100.2003
99,9100.1006
100,1900.4005
101,8200.1002
102,9400.2009
103,8100.2041
104,10300.3004
105,4400.101
106,6600.3002
107,1200.4005
108,11200.3012
109,9000.3015
110,4700.2003
111,9900.3001
112,8100.1011
113,11800.4
114,9200.2014
115,4200.2009
116,8500.3003
117,8100.2036
118,4900.3005
119,600.1014
120,600.3024
121,9200.1
122,6600.2002
123,1800.1009
124,3500.1004
125,9800.5006
126,8100.1021
127,10100.1001
128,8600.2001
129,5000.1011
130,11000.1003
131,7500.5008
132,4100.4005
133,9800.1009
134,9200.2004
135,11101.4009
136,9100.2001
137,7200.2022
138,7500.4007
139,8600.1009
140,11800.6015
141,7300.2004
142,1300.1009
143,8200.1014
144,11101.3007
145,1700.3014
146,1300.4002
147,7600.4005
148,8002.1002
149,5301.3002
150,8400.1017
151,7200.1049
152,5600.1004
153,5100.3012
154,10300.401
155,8300.1004
156,9900.201
157,6000.1
158,9400.3038
159,9300.3113
160,4300.5
161,5700.3012
162,9300.2033
163,9900.4006
164,5301.2002
165,11200.1013
166,1700.3005
167,5802.2004
168,10500.3002
169,1200.3002
170,8700.201
171,7400.5011
172,11500.3014
173,8100.201
174,100.4002
175,4700.4015
176,8100.1007
177,2100.3014
178,7800.3
179,8100.1008
180,9300.3072
181,8400.102
182,3000.6001
183,7300.3018
184,9000.2008
185,4000.1013
186,5301.4004
187,4600.101
188,10900.2052
189,9000.3018
190,10300.3008
191,1200.4001
192,5301.3007
193,9300.3032
194,9200.2021
195,8100.2034
196,1700.2005
197,6800.3005
198,8001.2
199,700.3002
200,7200.1028
201,5301.1009
202,3100.4
203,3400.2002
204,11000.5012
205,402.4004
206,3500.4011
207,9701.1002
208,11000.2013
209,9900.3007
210,7300.101
211,7300.2002
212,4400.3005
213,8100.1022
214,100.4001
215,10500.6013
216,200.4005
217,700.5004
218,6100.4005
219,4500.1012
220,11500.4009
221,5100.5011
222,4600.2011
223,7300.102
224,5301.4
225,2600.1015
226,1900.1009
227,1300.401
228,7400.5008
229,8200.1004
230,2700.3004
231,2600.3008
232,7900.5003
233,11102.4006
234,5301.1008
235,9900.2004
236,8100.2002
237,9200.2023
238,11800.4003
239,1700.3006
240,10400.201
241,1600.3008
242,9500.6049
243,10500.6003
244,11700.101
245,8200.1003
246,5700.4006
247,9900.4039
248,600.3005
249,10900.1014
250,7300.302
251,8400.1009
252,11101.1002
253,9300.3027
254,4700.5007
255,11400.3007
256,10900.202
257,8600.2011
258,6200.2016
259,10000.4023
260,6000.5009
261,4200.7003
262,8100.1053
263,6100.501
264,10500.3008
265,2000.102
266,1700.3004
267,1300.1008
268,7200.1035
269,4900.5008
270,2800.1004
271,8100.1031
272,7300.301
273,5302.2001
274,7700.4009
275,9300.1014
276,6700.3017
277,8400.1013
278,10100.2013
279,2600.4002
280,9200.2
281,6900.2014
282,8300.2002
283,1700.2003
284,5200.2003
285,5100.501
286,7300.1006
287,9300.1011
288,9500.1022
289,11300.1003
290,1200.2
291,8700.2001
292,12100.3
293,7200.1058
294,11000.4012
295,4700.4014
296,8600.2007
297,11300.1001
298,12100.3008
299,6100.3008
300,1700.1003
301,9200.2024
302,7300.1005
303,9600.3009
304,7900.3001
305,5802.2013
306,3600.1013
307,8700.3006
308,8600.2005
309,10000.7014
310,2600.5013
311,9200.2006
312,10000.4007
313,9701.4018
314,8700.1013
315,8400.2004
316,3900.4011
317,7300.1007
318,9300.3083
319,10500.6004
320,3300.501
321,2600.1004
322,7100.201
323,9300.3031
324,7000.6006
325,12000.501
326,5301.3009
327,10100.3007
328,8002.1001
329,10800.2
330,100.3003
331,8700.2
332,8700.1009
333,8300.1005
334,9500.6047
335,11400.4
336,8100.2032
337,6600.2007
338,402.5003
339,4300.4003
340,1800.2002
341,1400.5008
342,3600.302
343,8002.2
344,1900.3015
345,9701.1009
346,8100.1
347,8400.2001
348,4700.2031
349,9600.2014
350,3900.1008
351,9800.8003
352,11200.3011
353,10700.3
354,7500.1003
355,401.1013
356,9500.1024
357,4700.4017
358,9400.2043
359,1600.3005
360,9701.2008
361,8300.2003
362,3600.2015
363,2600.5
364,3800.1002
365,3600.2011
366,5700.1002
367,10000.1018
368,5802.3012
369,6300.4006
370,6500.3007
371,7300.3004
372,9900.1008
373,10300.5006
374,9900.3005
375,1300.1004
376,7400.6
377,4000.2012
378,8200.1013
379,4800.3037
380,9500.6024
381,9400.5002
382,7700.5011
383,9300.3051
384,4900.2003
385,9000.1006
386,2100.3013
387,10100.5006
388,11600.6014
389,402.2005
390,7300.1016
391,2600.5004
392,1500.1008
393,10500.5
394,10200.6002
395,11200.2013
396,8900.4008
397,6000.5
398,9300.3012
399,4700.4025
400,10600.4
401,3500.5019
402,1200.4
403,6000.2004
404,4600.1001
405,10300.4001
406,6700.1
407,6600.2013
408,10600.6008
409,6000.3001
410,10500.2003
411,7900.4
412,7400.1005
413,4700.3003
414,2100.3003
415,11400.1005
416,7300.202
417,9200.1006
418,2200.2
419,3600.4005
420,1300.4
421,11102.4001
422,5301.3006
423,8100.2007
424,7300.2
425,7400.2004
426,7100.1002
427,6500.1
428,8100.2021
429,3000.1
430,200.2009
431,5000.3013
432,4500.2006
433,6000.101
434,3200.3007
435,5301.1007
436,8400.1005
437,5100.1002
438,7300.3008
439,8800.4004
440,5200.201
441,1800.2008
442,9500.2019
443,8300.2009
444,9900.4044
445,10900.2014
446,3600.3003
447,9500.4016
448,3600.4013
449,9300.303
450,100.4
451,11700.3011
452,10600.3004
453,8800.4013
454,11400.2008
455,3100.5001
456,9000.301
457,9200.1002
458,5400.5004
459,10300.4009
460,3000.5009
461,5000.101
462,2200.3002
463,7100.2002
464,4700.3007
465,8600.301
466,2700.5004
467,9000.3001
468,7400.4002
469,10600.5011
470,5301.3001
471,3500.3015
472,9900.101
473,9900.3
474,11800.6003
475,1700.4005
476,5301.1006
477,10900.2082
478,8002.2009
479,6600.2012
480,10900.2068
481,8800.4003
482,11200.1001
483,11200.3014
484,9200.1005
485,2600.3014
486,8200.1001
487,11200.3013
488,9200.202
489,7300.2012
490,401.1016
491,6500.301
492,6500.2013
493,7700.5012
494,7200.1
495,10800.1003
496,11200.3
497,402.2012
498,4400.3003
499,9300.2002
500,100.3002
501,11000.5015
502,11600.5014
503,10400.401
504,11600.5013
505,8500.101
506,2600.3013
507,3500.3
508,7900.4006
509,10600.7011
510,6500.1002
511,1700.7013
512,401.3
513,4700.5016
514,8400.1026
515,11400.3004
516,8500.2018
517,8200.1005
518,9100.1014
519,8500.1006
520,11900.4014
521,5000.1012
522,100.3012
523,5000.4019
524,11500.3012
525,11300.4014
526,402.2
527,8700.1004
528,9000.3024
529,6200.1005
530,3100.6002
