1,2404
2,5499
3,1203
4,1313
5,5015
6,1305
7,2304
8,5707
9,1205
10,5309
11,X
12,1206
13,1316
14,2308
15,2903
16,2305
17,1306
18,5404
19,4004
20,2303
21,3532
22,2399
23,2203
24,5311
25,2202
26,2902
27,1204
28,3542
29,5299
30,2605
31,2804
32,1202
33,1201
34,2299
35,911
36,5213
37,2204
38,2999
39,2699
40,2610
41,2301
42,5016
43,2606
44,2205
45,2316
46,3599
47,4199
48,2799
49,1207
50,3512
51,3530
52,3550
53,4899
54,3540
55,2302
56,1311
57,2599
58,5212
59,1211
60,4999
61,1304
62,2608
63,2589
64,2501
65,3563
66,2604
67,2803
68,4099
69,3899
70,1209
71,3562
72,5403
73,2307
74,1601
75,4812
76,2199
77,5207
78,3510
79,3520
80,2502
81,4002
82,5202
83,2801
84,3582
85,3700
86,3560
87,3571
88,5208
89,3541
90,3561
91,2802
92,1208
93,3572
94,999
95,2609
96,3502
97,4901
98,3504
99,1312
100,1310
101,5050
102,5214
103,3999
104,3503
105,912
106,3501
107,2899
108,1399
109,1299
