1,1
2,0
3,3
4,2
5,21
6,4
7,47
8,69
9,46
10,8
11,5
12,70
13,20
14,91
15,18
16,7
17,65
18,16
19,37
20,48
21,51
22,68
23,32
24,6
25,74
26,36
27,49
28,72
29,71
30,89
31,15
32,39
33,23
34,76
35,92
36,61
37,14
38,67
39,98
40,50
41,73
42,11
43,10
44,29
45,94
46,55
