1,2400
2,5400
3,1200
4,1300
5,5000
6,2300
7,5700
8,5300
9,X
10,2900
11,4000
12,3500
13,2200
14,5200
15,2600
16,2800
17,2299
18,900
19,2699
20,4100
21,2700
22,4800
23,2500
24,4900
25,3800
26,1600
27,2100
28,3700
29,3900
