1,10000001,"> $10,000,000"
2,1000,"<= $1,000"
3,10000000,"<= $10,000,000"
4,50000,"<= $50,000"
5,100000,"<= $100,000"
6,1,<= $1
7,10000,"<= $10,000"
8,1000000,"<= $1,000,000"
