612,32XX BLOCK OF FUHRMAN AV E
613,19 AV NE / NE 45 ST
614,XX BLOCK OF DENNY WY
615,4 AV S / S HORTON ST
616,LAKE CITY WY NE / NE 125 ST
617,CASCADIA AV S / S OREGON ST
618,3XX BLOCK OF S JACKSON ST
619,67XX BLOCK OF 10 AV NW
620,9XX BLOCK OF OCCIDENTAL AV S
621,2 AV W / W THOMAS ST
622,4XX BLOCK OF N 90 ST
623,15 AV NE / NE 63 ST
624,3XX BLOCK OF W GALER ST
625,22XX BLOCK OF E MADISON ST
626,47XX BLOCK OF 42 AV SW
627,5XX BLOCK OF HARVARD AV E
628,10XX BLOCK OF 39 AV E
629,1XX BLOCK OF NW BOWDOIN PL
630,43XX BLOCK OF 5 AV NW
631,6 AV NW / NW BOWDOIN PL
632,23XX BLOCK OF E NEWTON ST
633,8XX BLOCK OF NE 95 ST
634,28XX BLOCK OF E ARTHUR PL
635,65XX BLOCK OF 26 AV NW
636,N 34 ST / STONE WY N
637,19XX BLOCK OF NW 65 ST
638,S OTHELLO ST / RAINIER AV S
639,NE 98 ST / RAVENNA AV NE
640,10XX BLOCK OF BOREN AV
641,3XX BLOCK OF 34 AV E
642,25XX BLOCK OF 1 AV
643,57XX BLOCK OF 24 AV NW
644,GREENWOOD AV N / N 87 ST
645,6XX BLOCK OF N 34 ST
646,RAINIER AV S / S HENDERSON ST
647,22XX BLOCK OF E CRESCENT DR
648,5 AV / JAMES ST
649,LAKE CITY WY NE / NE 110 ST
650,1 AV S / S MASSACHUSETTS ST
651,15 AV / E DENNY WY
652,20XX BLOCK OF NE 105 ST
653,E JOHN CT / E JOHN ST
654,4XX BLOCK OF E HOWELL ST
655,103XX BLOCK OF 13 AV NW
656,85XX BLOCK OF 15 AV NW
657,20XX BLOCK OF 3 AV
658,17XX BLOCK OF 13 AV
659,60XX BLOCK OF 5 AV NE
660,12XX BLOCK OF LAKEVIEW BV E
661,13XX BLOCK OF S MASSACHUSETTS ST
662,110XX BLOCK OF MERIDIAN AV N
663,65XX BLOCK OF 4 AV S
664,33XX BLOCK OF E LAURELHURST DR NE
665,92XX BLOCK OF RENTON AV S
666,38XX BLOCK OF S OTHELLO ST
667,9XX BLOCK OF N 72 ST
668,90XX BLOCK OF SEWARD PARK AV S
669,42 AV SW / SW ALASKA ST
670,GREENWOOD AV N / N 145 ST
671,83XX BLOCK OF WABASH AV S
672,24XX BLOCK OF ELLIOTT AV
673,70XX BLOCK OF E MARGINAL WY S
674,65XX BLOCK OF 28 AV NE
675,41XX BLOCK OF EASTERN AV N
676,19XX BLOCK OF 5 AV
677,2XX BLOCK OF 1 AV S
678,46XX BLOCK OF S HOLLY ST
679,17XX BLOCK OF NW 58 ST
680,40XX BLOCK OF S HOLLY ST
681,18 AV E / E THOMAS ST
682,AURORA AV N / N 125 ST
683,28XX BLOCK OF S ALASKA ST
684,117XX BLOCK OF 15 AV NE
685,13XX BLOCK OF 1 AV
686,ALASKAN WY VI SB / SENECA ST
687,118XX BLOCK OF BEACON AV S
688,22 AV NW / NW 60 ST
689,125XX BLOCK OF LAKE CITY WY NE
690,27XX BLOCK OF UTAH AV S
691,22XX BLOCK OF 1 AV
692,NW 63 ST / 24 AV NW
693,1XX BLOCK OF NW 84 ST
694,15XX BLOCK OF NE 76 ST
695,24XX BLOCK OF 3 AV S
696,3XX BLOCK OF BOREN AV S
697,14XX BLOCK OF W GALER ST
698,3XX BLOCK OF NW 85 ST
699,4XX BLOCK OF W MERCER ST
